Test_Cell_ID,Lifecycle_Stage,Cycle_Number,State_of_Health_SOH,Series_Resist_R0_Ohm,Charge_Transfer_R1_Ohm,Double_Layer_Cap_C1_Farad,Time_Constant_Tau_Sec,System_Pole_sP_rad_s,System_Zero_sZ_rad_s,Steady_State_DC_Gain_Ohm,Pole_Distance_to_Instability_rad_s
2018-08-28_cell_04,Mid Life,540,0.9096,0.01793,0.02347,359.28,8.4313,-0.11861,-0.27381,0.0414,0.11861
2018-08-28_cell_04,Mid Life,545,0.9086,0.01794,0.02351,358.99,8.4392,-0.1185,-0.27375,0.04145,0.1185
2018-08-28_cell_04,Mid Life,550,0.9075,0.01797,0.02358,358.31,8.4503,-0.11834,-0.27367,0.04155,0.11834
2018-08-28_cell_04,Mid Life,555,0.9064,0.01799,0.02364,357.79,8.4599,-0.1182,-0.27361,0.04163,0.1182
2018-08-28_cell_04,Mid Life,560,0.9053,0.01801,0.02372,357.14,8.4707,-0.11805,-0.27354,0.04173,0.11805
2018-08-28_cell_04,Mid Life,565,0.9042,0.01803,0.02379,356.56,8.4808,-0.11791,-0.27347,0.04181,0.11791
2018-08-28_cell_04,Mid Life,570,0.9031,0.01804,0.02384,356.14,8.4895,-0.11779,-0.27341,0.04188,0.11779
2018-08-28_cell_04,Mid Life,575,0.902,0.01806,0.0239,355.66,8.4987,-0.11767,-0.27335,0.04196,0.11767
2018-08-28_cell_04,Mid Life,580,0.9008,0.01808,0.02397,354.98,8.5094,-0.11752,-0.27329,0.04206,0.11752
2018-08-28_cell_04,Mid Life,585,0.8997,0.0181,0.02403,354.53,8.5182,-0.1174,-0.27323,0.04213,0.1174
2018-08-28_cell_04,Mid Life,590,0.8986,0.01813,0.02412,353.69,8.53,-0.11723,-0.27317,0.04225,0.11723
2018-08-28_cell_04,Mid Life,595,0.8975,0.01814,0.02417,353.32,8.5382,-0.11712,-0.27312,0.04231,0.11712
2018-08-28_cell_04,Mid Life,600,0.8964,0.01816,0.02423,352.8,8.5473,-0.117,-0.27307,0.04239,0.117
2018-08-28_cell_04,Mid Life,605,0.8953,0.01818,0.0243,352.17,8.5573,-0.11686,-0.27301,0.04248,0.11686
2018-08-28_cell_04,Mid Life,610,0.8941,0.0182,0.02435,351.77,8.5656,-0.11675,-0.27296,0.04255,0.11675
2018-08-28_cell_04,Mid Life,615,0.893,0.01822,0.02442,351.15,8.5753,-0.11661,-0.27292,0.04264,0.11661
2018-08-28_cell_04,Mid Life,620,0.8919,0.01825,0.02451,350.34,8.5863,-0.11646,-0.27287,0.04276,0.11646
2018-08-28_cell_04,Mid Life,625,0.8907,0.01826,0.02456,349.97,8.5942,-0.11636,-0.27283,0.04282,0.11636
2018-08-28_cell_04,Mid Life,630,0.8896,0.01828,0.02462,349.44,8.6032,-0.11624,-0.27278,0.0429,0.11624
2018-08-28_cell_04,Mid Life,635,0.8885,0.01831,0.0247,348.69,8.6136,-0.1161,-0.27275,0.04301,0.1161
2018-08-28_cell_04,Mid Life,640,0.8873,0.01833,0.02478,348.03,8.6232,-0.11597,-0.27271,0.04311,0.11597
2018-08-28_cell_04,Mid Life,645,0.8862,0.01835,0.02484,347.5,8.6319,-0.11585,-0.27267,0.04319,0.11585
2018-08-28_cell_04,Mid Life,650,0.885,0.01837,0.02491,346.89,8.6411,-0.11573,-0.27264,0.04328,0.11573
2018-08-28_cell_04,Mid Life,655,0.8839,0.01838,0.02496,346.51,8.6489,-0.11562,-0.2726,0.04334,0.11562
2018-08-28_cell_04,Mid Life,660,0.8827,0.0184,0.02502,346.01,8.6573,-0.11551,-0.27257,0.04342,0.11551
2018-08-28_cell_04,Mid Life,665,0.8816,0.01844,0.02512,345.07,8.6682,-0.11536,-0.27255,0.04356,0.11536
2018-08-28_cell_04,Mid Life,670,0.8804,0.01845,0.02517,344.7,8.6758,-0.11526,-0.27252,0.04362,0.11526
2018-08-28_cell_04,Mid Life,675,0.8792,0.01847,0.02524,344.11,8.6845,-0.11515,-0.27249,0.04371,0.11515
2018-08-28_cell_04,Mid Life,680,0.8781,0.0185,0.02532,343.32,8.6943,-0.11502,-0.27248,0.04382,0.11502
2018-08-28_cell_04,Mid Life,685,0.8769,0.01852,0.02538,342.83,8.7024,-0.11491,-0.27245,0.0439,0.11491
2018-08-28_cell_04,Mid Life,690,0.8757,0.01854,0.02545,342.25,8.7108,-0.1148,-0.27244,0.04399,0.1148
2018-08-28_cell_04,Mid Life,695,0.8746,0.01857,0.02554,341.43,8.7204,-0.11467,-0.27243,0.04411,0.11467
2018-08-28_cell_04,Mid Life,700,0.8734,0.01857,0.02558,341.2,8.727,-0.11459,-0.2724,0.04415,0.11459
2018-08-28_cell_04,Mid Life,705,0.8722,0.0186,0.02567,340.4,8.7364,-0.11446,-0.2724,0.04427,0.11446
2018-08-28_cell_04,Mid Life,710,0.871,0.01862,0.02572,339.91,8.7441,-0.11436,-0.27238,0.04434,0.11436
2018-08-28_cell_04,Mid Life,715,0.8698,0.01864,0.0258,339.29,8.7525,-0.11425,-0.27237,0.04444,0.11425
2018-08-28_cell_04,Mid Life,720,0.8687,0.01867,0.02588,338.52,8.7614,-0.11414,-0.27238,0.04455,0.11414
2018-08-28_cell_04,Mid Life,725,0.8675,0.01868,0.02594,338.05,8.7689,-0.11404,-0.27236,0.04462,0.11404
2018-08-28_cell_04,Mid Life,730,0.8663,0.01871,0.02601,337.45,8.7769,-0.11394,-0.27236,0.04472,0.11394
2018-08-28_cell_04,Mid Life,735,0.8651,0.01873,0.02609,336.77,8.7851,-0.11383,-0.27237,0.04482,0.11383
2018-08-28_cell_04,Mid Life,740,0.8639,0.01874,0.02614,336.36,8.7922,-0.11374,-0.27235,0.04488,0.11374
2018-08-28_cell_04,Mid Life,745,0.8627,0.01876,0.0262,335.82,8.7998,-0.11364,-0.27235,0.04497,0.11364
2018-08-28_cell_04,Mid Life,750,0.8615,0.01878,0.02627,335.24,8.8075,-0.11354,-0.27235,0.04505,0.11354
2018-08-28_cell_04,Mid Life,755,0.8603,0.0188,0.02633,334.77,8.8147,-0.11345,-0.27235,0.04513,0.11345
2018-08-28_cell_04,Mid Life,760,0.8591,0.01884,0.02645,333.58,8.8243,-0.11332,-0.27241,0.0453,0.11332
2018-08-28_cell_04,Mid Life,765,0.8579,0.01885,0.02648,333.43,8.8303,-0.11325,-0.27238,0.04533,0.11325
2018-08-28_cell_04,Mid Life,770,0.8567,0.01887,0.02657,332.69,8.8382,-0.11315,-0.27241,0.04544,0.11315
2018-08-28_cell_04,Mid Life,775,0.8555,0.0189,0.02664,332.08,8.8455,-0.11305,-0.27242,0.04553,0.11305
2018-08-28_cell_04,Mid Life,780,0.8543,0.01892,0.02672,331.38,8.8531,-0.11295,-0.27245,0.04564,0.11295
2018-08-28_cell_04,Mid Life,785,0.853,0.01895,0.02679,330.69,8.8606,-0.11286,-0.27248,0.04574,0.11286
2018-08-28_cell_04,Mid Life,790,0.8518,0.01897,0.02687,330.06,8.8677,-0.11277,-0.2725,0.04583,0.11277
2018-08-28_cell_04,Mid Life,795,0.8506,0.01898,0.02692,329.66,8.8743,-0.11269,-0.2725,0.0459,0.11269
2018-08-28_cell_04,End of Life,800,0.8494,0.019,0.027,328.98,8.8814,-0.11259,-0.27254,0.046,0.11259
2018-08-28_cell_04,End of Life,805,0.8482,0.01903,0.02708,328.29,8.8885,-0.1125,-0.27257,0.0461,0.1125
2018-08-28_cell_04,End of Life,810,0.8469,0.01905,0.02714,327.75,8.8952,-0.11242,-0.2726,0.04619,0.11242
2018-08-28_cell_04,End of Life,815,0.8457,0.01908,0.02724,326.84,8.9026,-0.11233,-0.27267,0.04632,0.11233
2018-08-28_cell_04,End of Life,820,0.8445,0.0191,0.0273,326.39,8.9089,-0.11225,-0.27268,0.04639,0.11225
2018-08-28_cell_04,End of Life,825,0.8432,0.01912,0.02737,325.72,8.9156,-0.11216,-0.27272,0.04649,0.11216
2018-08-28_cell_04,End of Life,830,0.842,0.01914,0.02744,325.11,8.9221,-0.11208,-0.27276,0.04659,0.11208
2018-08-28_cell_04,End of Life,835,0.8408,0.01917,0.02752,324.4,8.9287,-0.112,-0.27282,0.04669,0.112
2018-08-28_cell_04,End of Life,840,0.8395,0.01918,0.02758,323.93,8.9349,-0.11192,-0.27284,0.04677,0.11192
2018-08-28_cell_04,End of Life,845,0.8383,0.0192,0.02763,323.54,8.9409,-0.11185,-0.27285,0.04683,0.11185
2018-08-28_cell_04,End of Life,850,0.837,0.01923,0.02773,322.63,8.9474,-0.11176,-0.27294,0.04696,0.11176
2018-08-28_cell_04,End of Life,855,0.8358,0.01925,0.02779,322.18,8.9534,-0.11169,-0.27297,0.04704,0.11169
2018-08-28_cell_04,End of Life,860,0.8345,0.01927,0.02787,321.52,8.9595,-0.11161,-0.27303,0.04713,0.11161
2018-08-28_cell_04,End of Life,865,0.8333,0.0193,0.02796,320.7,8.9656,-0.11154,-0.27311,0.04725,0.11154
2018-08-28_cell_04,End of Life,870,0.832,0.01933,0.02804,319.95,8.9716,-0.11146,-0.27319,0.04737,0.11146
2018-08-28_cell_04,End of Life,875,0.8308,0.01934,0.0281,319.53,8.9773,-0.11139,-0.27322,0.04744,0.11139
2018-08-28_cell_04,End of Life,880,0.8295,0.01936,0.02817,318.84,8.983,-0.11132,-0.27329,0.04754,0.11132
2018-08-28_cell_04,End of Life,885,0.8283,0.0194,0.02827,317.96,8.9887,-0.11125,-0.2734,0.04767,0.11125
2018-08-28_cell_04,End of Life,890,0.827,0.01941,0.02832,317.57,8.9942,-0.11118,-0.27342,0.04773,0.11118
2018-08-28_cell_04,End of Life,895,0.8257,0.01945,0.02843,316.51,8.9996,-0.11112,-0.27357,0.04788,0.11112
2018-08-28_cell_04,End of Life,900,0.8245,0.01946,0.02848,316.23,9.005,-0.11105,-0.27357,0.04793,0.11105
2018-08-28_cell_04,End of Life,905,0.8232,0.01946,0.02851,316.0,9.0104,-0.11098,-0.27357,0.04798,0.11098
2018-08-28_cell_04,End of Life,910,0.8219,0.0195,0.02863,314.91,9.0155,-0.11092,-0.27373,0.04813,0.11092
2018-08-28_cell_04,End of Life,915,0.8206,0.01952,0.0287,314.33,9.0207,-0.11086,-0.2738,0.04822,0.11086
2018-08-28_cell_04,End of Life,920,0.8194,0.01955,0.02879,313.52,9.0256,-0.1108,-0.27392,0.04834,0.1108
2018-08-28_cell_04,End of Life,925,0.8181,0.01957,0.02885,312.98,9.0306,-0.11073,-0.27398,0.04843,0.11073
2018-08-28_cell_04,End of Life,930,0.8168,0.01959,0.02892,312.48,9.0356,-0.11067,-0.27404,0.0485,0.11067
2018-08-28_cell_04,End of Life,935,0.8155,0.0196,0.02897,312.04,9.0405,-0.11061,-0.27409,0.04858,0.11061
2018-08-28_cell_04,End of Life,940,0.8143,0.01963,0.02907,311.2,9.045,-0.11056,-0.27422,0.0487,0.11056
2018-08-28_cell_04,End of Life,945,0.813,0.01965,0.02913,310.67,9.0498,-0.1105,-0.27429,0.04878,0.1105
2018-08-28_cell_04,End of Life,950,0.8117,0.01968,0.02921,309.97,9.0542,-0.11045,-0.2744,0.04889,0.11045
2018-08-28_cell_04,End of Life,955,0.8104,0.01971,0.02931,309.09,9.0583,-0.1104,-0.27454,0.04902,0.1104
2018-08-28_cell_04,End of Life,960,0.8091,0.01974,0.0294,308.23,9.0622,-0.11035,-0.27469,0.04914,0.11035
2018-08-28_cell_04,End of Life,965,0.8078,0.01975,0.02946,307.82,9.0668,-0.11029,-0.27474,0.04921,0.11029
2018-08-28_cell_04,End of Life,970,0.8065,0.01977,0.0295,307.47,9.0716,-0.11023,-0.27478,0.04927,0.11023
2018-08-28_cell_04,End of Life,975,0.8052,0.0198,0.02961,306.49,9.0749,-0.11019,-0.27496,0.04941,0.11019
2018-08-28_cell_04,End of Life,980,0.8039,0.01983,0.0297,305.68,9.0785,-0.11015,-0.27511,0.04953,0.11015
2018-08-28_cell_04,End of Life,985,0.8026,0.01984,0.02974,305.38,9.0832,-0.11009,-0.27514,0.04958,0.11009
2018-08-28_cell_04,End of Life,990,0.8013,0.01987,0.02983,304.63,9.0867,-0.11005,-0.27528,0.0497,0.11005
2018-08-28_cell_04,End of Life,995,0.8,0.01989,0.02991,303.94,9.0903,-0.11001,-0.27541,0.0498,0.11001
2018-08-28_cell_11,Early Life,5,0.9998,0.01561,0.01953,408.07,7.9709,-0.12546,-0.28243,0.03515,0.12546
2018-08-28_cell_11,Early Life,10,0.9994,0.01562,0.01956,407.89,7.9764,-0.12537,-0.28235,0.03517,0.12537
2018-08-28_cell_11,Early Life,15,0.999,0.01562,0.01958,407.69,7.9828,-0.12527,-0.28226,0.0352,0.12527
2018-08-28_cell_11,Early Life,20,0.9986,0.01563,0.01961,407.46,7.9898,-0.12516,-0.28216,0.03524,0.12516
2018-08-28_cell_11,Early Life,25,0.9981,0.01564,0.01964,407.22,7.9974,-0.12504,-0.28205,0.03528,0.12504
2018-08-28_cell_11,Early Life,30,0.9976,0.01565,0.01967,406.96,8.0053,-0.12492,-0.28194,0.03532,0.12492
2018-08-28_cell_11,Early Life,35,0.9971,0.01566,0.0197,406.69,8.0137,-0.12479,-0.28182,0.03536,0.12479
2018-08-28_cell_11,Early Life,40,0.9965,0.01567,0.01974,406.4,8.0226,-0.12465,-0.2817,0.03541,0.12465
2018-08-28_cell_11,Early Life,45,0.9959,0.01568,0.01978,406.11,8.0314,-0.12451,-0.28158,0.03545,0.12451
2018-08-28_cell_11,Early Life,50,0.9953,0.01569,0.01981,405.81,8.0407,-0.12437,-0.28145,0.0355,0.12437
2018-08-28_cell_11,Early Life,55,0.9947,0.0157,0.01985,405.5,8.0504,-0.12422,-0.28132,0.03555,0.12422
2018-08-28_cell_11,Early Life,60,0.9941,0.01571,0.01989,405.16,8.0605,-0.12406,-0.28118,0.0356,0.12406
2018-08-28_cell_11,Early Life,65,0.9934,0.01572,0.01993,404.84,8.0704,-0.12391,-0.28104,0.03565,0.12391
2018-08-28_cell_11,Early Life,70,0.9928,0.01573,0.01998,404.48,8.0811,-0.12375,-0.28089,0.03571,0.12375
2018-08-28_cell_11,Early Life,75,0.9921,0.01574,0.02002,404.16,8.0911,-0.12359,-0.28076,0.03576,0.12359
2018-08-28_cell_11,Early Life,80,0.9914,0.01576,0.02006,403.8,8.1019,-0.12343,-0.28061,0.03582,0.12343
2018-08-28_cell_11,Early Life,85,0.9907,0.01577,0.02011,403.42,8.113,-0.12326,-0.28046,0.03588,0.12326
2018-08-28_cell_11,Early Life,90,0.99,0.01578,0.02016,403.05,8.1241,-0.12309,-0.28032,0.03594,0.12309
2018-08-28_cell_11,Early Life,95,0.9892,0.01579,0.0202,402.68,8.1352,-0.12292,-0.28017,0.036,0.12292
2018-08-28_cell_11,Early Life,100,0.9885,0.01581,0.02025,402.31,8.1464,-0.12275,-0.28002,0.03605,0.12275
2018-08-28_cell_11,Early Life,105,0.9878,0.01582,0.0203,401.92,8.1578,-0.12258,-0.27987,0.03612,0.12258
2018-08-28_cell_11,Early Life,110,0.987,0.01583,0.02034,401.54,8.1692,-0.12241,-0.27972,0.03618,0.12241
2018-08-28_cell_11,Early Life,115,0.9862,0.01584,0.02039,401.14,8.1809,-0.12224,-0.27957,0.03624,0.12224
2018-08-28_cell_11,Early Life,120,0.9854,0.01586,0.02044,400.76,8.1924,-0.12206,-0.27942,0.0363,0.12206
2018-08-28_cell_11,Early Life,125,0.9846,0.01587,0.02049,400.36,8.2042,-0.12189,-0.27927,0.03636,0.12189
2018-08-28_cell_11,Early Life,130,0.9838,0.01589,0.02054,399.94,8.2164,-0.12171,-0.27911,0.03643,0.12171
2018-08-28_cell_11,Early Life,135,0.983,0.0159,0.0206,399.52,8.2284,-0.12153,-0.27896,0.03649,0.12153
2018-08-28_cell_11,Early Life,140,0.9822,0.01591,0.02065,399.11,8.2405,-0.12135,-0.27881,0.03656,0.12135
2018-08-28_cell_11,Early Life,145,0.9814,0.01593,0.0207,398.67,8.2531,-0.12117,-0.27865,0.03663,0.12117
2018-08-28_cell_11,Early Life,150,0.9805,0.01594,0.02076,398.23,8.2656,-0.12098,-0.27849,0.0367,0.12098
2018-08-28_cell_11,Early Life,155,0.9797,0.01596,0.02081,397.82,8.2777,-0.12081,-0.27834,0.03676,0.12081
2018-08-28_cell_11,Early Life,160,0.9788,0.01597,0.02087,397.35,8.2907,-0.12062,-0.27818,0.03684,0.12062
2018-08-28_cell_11,Early Life,165,0.978,0.01598,0.02091,396.97,8.3023,-0.12045,-0.27804,0.0369,0.12045
2018-08-28_cell_11,Early Life,170,0.9771,0.016,0.02097,396.5,8.3153,-0.12026,-0.27788,0.03697,0.12026
2018-08-28_cell_11,Early Life,175,0.9762,0.01602,0.02103,396.06,8.3277,-0.12008,-0.27773,0.03704,0.12008
2018-08-28_cell_11,Mid Life,180,0.9753,0.01603,0.02108,395.64,8.34,-0.1199,-0.27759,0.03711,0.1199
2018-08-28_cell_11,Mid Life,185,0.9744,0.01605,0.02114,395.14,8.3536,-0.11971,-0.27742,0.03719,0.11971
2018-08-28_cell_11,Mid Life,190,0.9735,0.01606,0.0212,394.68,8.3664,-0.11953,-0.27727,0.03726,0.11953
2018-08-28_cell_11,Mid Life,195,0.9726,0.01608,0.02126,394.17,8.3801,-0.11933,-0.27711,0.03734,0.11933
2018-08-28_cell_11,Mid Life,200,0.9717,0.01609,0.02132,393.73,8.3926,-0.11915,-0.27696,0.03741,0.11915
2018-08-28_cell_11,Mid Life,205,0.9708,0.01611,0.02137,393.3,8.4048,-0.11898,-0.27682,0.03748,0.11898
2018-08-28_cell_11,Mid Life,210,0.9698,0.01613,0.02144,392.74,8.4193,-0.11878,-0.27666,0.03756,0.11878
2018-08-28_cell_11,Mid Life,215,0.9689,0.01614,0.02149,392.28,8.432,-0.1186,-0.27651,0.03764,0.1186
2018-08-28_cell_11,Mid Life,220,0.968,0.01616,0.02155,391.82,8.4448,-0.11842,-0.27637,0.03771,0.11842
2018-08-28_cell_11,Mid Life,225,0.967,0.01617,0.02161,391.36,8.4575,-0.11824,-0.27622,0.03778,0.11824
2018-08-28_cell_11,Mid Life,230,0.9661,0.01619,0.02167,390.9,8.4703,-0.11806,-0.27608,0.03786,0.11806
2018-08-28_cell_11,Mid Life,235,0.9651,0.01621,0.02173,390.39,8.4838,-0.11787,-0.27593,0.03794,0.11787
2018-08-28_cell_11,Mid Life,240,0.9641,0.01622,0.0218,389.84,8.4978,-0.11768,-0.27578,0.03802,0.11768
2018-08-28_cell_11,Mid Life,245,0.9632,0.01624,0.02186,389.31,8.5115,-0.11749,-0.27563,0.03811,0.11749
2018-08-28_cell_11,Mid Life,250,0.9622,0.01626,0.02192,388.82,8.5246,-0.11731,-0.27548,0.03818,0.11731
2018-08-28_cell_11,Mid Life,255,0.9612,0.01627,0.02198,388.4,8.5367,-0.11714,-0.27536,0.03825,0.11714
2018-08-28_cell_11,Mid Life,260,0.9602,0.01629,0.02204,387.92,8.5496,-0.11696,-0.27522,0.03833,0.11696
2018-08-28_cell_11,Mid Life,265,0.9592,0.01631,0.02211,387.36,8.5637,-0.11677,-0.27507,0.03842,0.11677
2018-08-28_cell_11,Mid Life,270,0.9582,0.01632,0.02216,386.93,8.5758,-0.11661,-0.27495,0.03849,0.11661
2018-08-28_cell_11,Mid Life,275,0.9572,0.01634,0.02224,386.32,8.5904,-0.11641,-0.27479,0.03858,0.11641
2018-08-28_cell_11,Mid Life,280,0.9562,0.01636,0.0223,385.83,8.6034,-0.11623,-0.27466,0.03866,0.11623
2018-08-28_cell_11,Mid Life,285,0.9551,0.01638,0.02236,385.32,8.6165,-0.11606,-0.27453,0.03874,0.11606
2018-08-28_cell_11,Mid Life,290,0.9541,0.01639,0.02242,384.85,8.6291,-0.11589,-0.2744,0.03881,0.11589
2018-08-28_cell_11,Mid Life,295,0.9531,0.01641,0.0225,384.23,8.6439,-0.11569,-0.27425,0.03891,0.11569
2018-08-28_cell_11,Mid Life,300,0.9521,0.01643,0.02256,383.75,8.6565,-0.11552,-0.27413,0.03899,0.11552
2018-08-28_cell_11,Mid Life,305,0.951,0.01645,0.02262,383.25,8.6693,-0.11535,-0.274,0.03907,0.11535
2018-08-28_cell_11,Mid Life,310,0.95,0.01646,0.02268,382.8,8.6814,-0.11519,-0.27389,0.03914,0.11519
2018-08-28_cell_11,Mid Life,315,0.9489,0.01648,0.02276,382.12,8.6968,-0.11498,-0.27374,0.03924,0.11498
2018-08-28_cell_11,Mid Life,320,0.9479,0.01651,0.02284,381.49,8.7114,-0.11479,-0.2736,0.03934,0.11479
2018-08-28_cell_11,Mid Life,325,0.9468,0.01652,0.0229,380.95,8.7246,-0.11462,-0.27348,0.03943,0.11462
2018-08-28_cell_11,Mid Life,330,0.9457,0.01654,0.02296,380.52,8.7364,-0.11446,-0.27337,0.0395,0.11446
2018-08-28_cell_11,Mid Life,335,0.9447,0.01656,0.02303,379.98,8.7495,-0.11429,-0.27325,0.03958,0.11429
2018-08-28_cell_11,Mid Life,340,0.9436,0.01658,0.0231,379.37,8.7636,-0.11411,-0.27312,0.03968,0.11411
2018-08-28_cell_11,Mid Life,345,0.9425,0.01659,0.02316,378.91,8.7757,-0.11395,-0.27301,0.03975,0.11395
2018-08-28_cell_11,Mid Life,350,0.9414,0.01661,0.02324,378.27,8.7899,-0.11377,-0.27288,0.03985,0.11377
2018-08-28_cell_11,Mid Life,355,0.9403,0.01663,0.02331,377.69,8.8035,-0.11359,-0.27276,0.03994,0.11359
2018-08-28_cell_11,Mid Life,360,0.9392,0.01665,0.02338,377.1,8.817,-0.11342,-0.27265,0.04003,0.11342
2018-08-28_cell_11,Mid Life,365,0.9381,0.01667,0.02344,376.62,8.8291,-0.11326,-0.27254,0.04011,0.11326
2018-08-28_cell_11,Mid Life,370,0.937,0.01669,0.02351,376.07,8.8422,-0.11309,-0.27243,0.0402,0.11309
2018-08-28_cell_11,Mid Life,375,0.9359,0.01671,0.02358,375.55,8.8547,-0.11293,-0.27233,0.04028,0.11293
2018-08-28_cell_11,Mid Life,380,0.9348,0.01672,0.02365,374.97,8.8679,-0.11277,-0.27222,0.04037,0.11277
2018-08-28_cell_11,Mid Life,385,0.9337,0.01675,0.02372,374.36,8.8814,-0.11259,-0.27211,0.04047,0.11259
2018-08-28_cell_11,Mid Life,390,0.9326,0.01677,0.0238,373.75,8.8949,-0.11242,-0.272,0.04057,0.11242
2018-08-28_cell_11,Mid Life,395,0.9314,0.01679,0.02387,373.14,8.9083,-0.11225,-0.2719,0.04066,0.11225
2018-08-28_cell_11,Mid Life,400,0.9303,0.0168,0.02393,372.68,8.9199,-0.11211,-0.27181,0.04074,0.11211
2018-08-28_cell_11,Mid Life,405,0.9292,0.01683,0.02402,371.94,8.9347,-0.11192,-0.2717,0.04085,0.11192
2018-08-28_cell_11,Mid Life,410,0.928,0.01684,0.02408,371.49,8.9461,-0.11178,-0.27161,0.04092,0.11178
2018-08-28_cell_11,Mid Life,415,0.9269,0.01686,0.02416,370.88,8.9592,-0.11162,-0.27151,0.04102,0.11162
2018-08-28_cell_11,Mid Life,420,0.9257,0.01688,0.02422,370.35,8.9714,-0.11147,-0.27142,0.0411,0.11147
2018-08-28_cell_11,Mid Life,425,0.9246,0.0169,0.02428,369.9,8.9827,-0.11133,-0.27134,0.04118,0.11133
2018-08-28_cell_11,Mid Life,430,0.9234,0.01692,0.02438,369.05,8.9982,-0.11113,-0.27123,0.04131,0.11113
2018-08-28_cell_11,Mid Life,435,0.9223,0.01694,0.02445,368.47,9.0108,-0.11098,-0.27115,0.0414,0.11098
2018-08-28_cell_11,Mid Life,440,0.9211,0.01696,0.02452,367.96,9.0226,-0.11083,-0.27107,0.04148,0.11083
2018-08-28_cell_11,Mid Life,445,0.9199,0.01698,0.0246,367.33,9.0355,-0.11067,-0.27098,0.04158,0.11067
2018-08-28_cell_11,Mid Life,450,0.9188,0.017,0.02468,366.7,9.0484,-0.11052,-0.2709,0.04168,0.11052
2018-08-28_cell_11,Mid Life,455,0.9176,0.01702,0.02473,366.27,9.0591,-0.11039,-0.27082,0.04175,0.11039
2018-08-28_cell_11,Mid Life,460,0.9164,0.01704,0.02482,365.59,9.0725,-0.11022,-0.27074,0.04186,0.11022
2018-08-28_cell_11,Mid Life,465,0.9152,0.01707,0.0249,364.87,9.086,-0.11006,-0.27066,0.04197,0.11006
2018-08-28_cell_11,Mid Life,470,0.9141,0.01708,0.02496,364.44,9.0966,-0.10993,-0.27059,0.04204,0.10993
2018-08-28_cell_11,Mid Life,475,0.9129,0.0171,0.02505,363.7,9.1102,-0.10977,-0.27051,0.04215,0.10977
2018-08-28_cell_11,Mid Life,480,0.9117,0.01712,0.02511,363.24,9.121,-0.10964,-0.27045,0.04223,0.10964
2018-08-28_cell_11,Mid Life,485,0.9105,0.01715,0.0252,362.46,9.1348,-0.10947,-0.27038,0.04235,0.10947
2018-08-28_cell_11,Mid Life,490,0.9093,0.01717,0.02527,361.89,9.1465,-0.10933,-0.27031,0.04244,0.10933
2018-08-28_cell_11,Mid Life,495,0.9081,0.01718,0.02534,361.43,9.1572,-0.1092,-0.27025,0.04252,0.1092
2018-08-28_cell_11,Mid Life,500,0.9069,0.01721,0.02544,360.55,9.1717,-0.10903,-0.27018,0.04265,0.10903
2018-08-28_cell_11,Mid Life,505,0.9056,0.01722,0.0255,360.11,9.182,-0.10891,-0.27012,0.04272,0.10891
2018-08-28_cell_11,Mid Life,510,0.9044,0.01725,0.02557,359.5,9.1938,-0.10877,-0.27007,0.04282,0.10877
2018-08-28_cell_11,Mid Life,515,0.9032,0.01727,0.02566,358.78,9.2065,-0.10862,-0.27001,0.04293,0.10862
2018-08-28_cell_11,Mid Life,520,0.902,0.01729,0.02575,358.06,9.2191,-0.10847,-0.26995,0.04304,0.10847
2018-08-28_cell_11,Mid Life,525,0.9008,0.01731,0.0258,357.65,9.229,-0.10835,-0.2699,0.04311,0.10835
2018-08-28_cell_11,Mid Life,530,0.8995,0.01733,0.02589,356.91,9.2416,-0.10821,-0.26985,0.04323,0.10821
2018-08-28_cell_11,Mid Life,535,0.8983,0.01736,0.02598,356.24,9.2535,-0.10807,-0.26981,0.04333,0.10807
2018-08-28_cell_11,Mid Life,540,0.897,0.01738,0.02606,355.58,9.2652,-0.10793,-0.26976,0.04343,0.10793
2018-08-28_cell_11,Mid Life,545,0.8958,0.0174,0.02613,355.01,9.2762,-0.1078,-0.26972,0.04353,0.1078
2018-08-28_cell_11,Mid Life,550,0.8946,0.01742,0.0262,354.43,9.2872,-0.10768,-0.26968,0.04362,0.10768
2018-08-28_cell_11,Mid Life,555,0.8933,0.01744,0.02628,353.84,9.2981,-0.10755,-0.26964,0.04371,0.10755
2018-08-28_cell_11,Mid Life,560,0.8921,0.01746,0.02637,353.1,9.3101,-0.10741,-0.2696,0.04383,0.10741
2018-08-28_cell_11,Mid Life,565,0.8908,0.01748,0.02643,352.59,9.3203,-0.10729,-0.26956,0.04391,0.10729
2018-08-28_cell_11,Mid Life,570,0.8896,0.01749,0.02649,352.16,9.3299,-0.10718,-0.26953,0.04398,0.10718
2018-08-28_cell_11,Mid Life,575,0.8883,0.01753,0.02661,351.14,9.3437,-0.10702,-0.26951,0.04414,0.10702
2018-08-28_cell_11,Mid Life,580,0.887,0.01755,0.0267,350.44,9.355,-0.10689,-0.26948,0.04425,0.10689
2018-08-28_cell_11,Mid Life,585,0.8858,0.01756,0.02674,350.17,9.3633,-0.1068,-0.26944,0.0443,0.1068
2018-08-28_cell_11,Mid Life,590,0.8845,0.01759,0.02683,349.37,9.3752,-0.10666,-0.26942,0.04442,0.10666
2018-08-28_cell_11,Mid Life,595,0.8832,0.01762,0.02693,348.52,9.3872,-0.10653,-0.26941,0.04455,0.10653
